9.231749,10.660026,seed0000.png
1.3587794,8.531184,seed0001.png
4.567177,5.302269,seed0002.png
3.992238,5.73848,seed0003.png
8.102288,11.326741,seed0004.png
9.603768,10.370859,seed0005.png
7.0476813,4.8378196,seed0006.png
7.7103033,10.836844,seed0007.png
0.93933964,9.006253,seed0008.png
10.0627575,10.467936,seed0009.png
9.161027,9.482008,seed0010.png
1.16158,8.441818,seed0011.png
2.2718883,6.831971,seed0012.png
1.6184582,7.271892,seed0013.png
2.8220596,8.460638,seed0014.png
2.8715606,7.956268,seed0015.png
7.5915704,4.198424,seed0016.png
8.780032,7.9331217,seed0017.png
10.879814,8.085963,seed0018.png
7.536553,8.812222,seed0019.png
2.2074776,8.442231,seed0020.png
9.051675,10.269621,seed0021.png
10.303408,5.850008,seed0022.png
1.4132708,8.4222,seed0023.png
4.7147183,8.852796,seed0024.png
2.118064,6.225416,seed0025.png
7.9965315,8.896155,seed0026.png
8.966595,11.19151,seed0027.png
11.688233,6.8152084,seed0028.png
6.050866,7.668861,seed0029.png
2.507664,9.010564,seed0030.png
4.138713,7.2245526,seed0031.png
7.9789896,11.357623,seed0032.png
2.286353,7.4128838,seed0033.png
9.325925,11.099549,seed0034.png
10.667237,5.2020726,seed0035.png
1.5520668,7.274496,seed0036.png
6.338123,6.3051825,seed0037.png
10.325622,4.187585,seed0038.png
3.8474085,9.251748,seed0039.png
3.88903,5.361105,seed0040.png
5.1771283,8.547633,seed0041.png
8.181226,8.192094,seed0042.png
7.679122,7.1264615,seed0043.png
7.1949563,4.5552683,seed0044.png
9.499469,9.112744,seed0045.png
8.27758,11.025114,seed0046.png
8.597497,11.240143,seed0047.png
3.8339593,9.121076,seed0048.png
1.8247182,6.997006,seed0049.png
0.5005271,7.6721807,seed0050.png
1.7208804,8.8862915,seed0051.png
5.854099,8.741526,seed0052.png
7.0091114,10.566962,seed0053.png
6.995679,11.019553,seed0054.png
0.6220488,7.0575128,seed0055.png
4.830701,4.6259856,seed0056.png
6.6411843,10.940472,seed0057.png
8.243695,6.6457863,seed0058.png
10.354253,6.9732647,seed0059.png
7.790395,10.357464,seed0060.png
10.302736,8.819914,seed0061.png
9.403284,10.862438,seed0062.png
5.035176,9.7892475,seed0063.png
3.2320805,7.35408,seed0064.png
0.96510273,6.881816,seed0065.png
4.941377,7.877469,seed0066.png
4.8530807,7.3077297,seed0067.png
0.4503176,7.814017,seed0068.png
0.89488214,8.537562,seed0069.png
0.29291004,8.629072,seed0070.png
1.4725661,7.7090764,seed0071.png
7.44431,6.6351585,seed0072.png
2.3966756,6.5572457,seed0073.png
6.087584,8.032734,seed0074.png
3.1907487,5.2576785,seed0075.png
4.6005974,8.896322,seed0076.png
9.817576,7.6693864,seed0077.png
5.4355226,7.429745,seed0078.png
0.5075596,7.8795695,seed0079.png
9.028646,6.7805405,seed0080.png
4.9144053,6.7608185,seed0081.png
10.209793,9.51092,seed0082.png
10.307762,9.333468,seed0083.png
8.353546,11.003719,seed0084.png
7.2727575,10.215191,seed0085.png
10.737595,4.567386,seed0086.png
8.497427,5.2600055,seed0087.png
2.9959905,8.018901,seed0088.png
1.9305422,6.2317,seed0089.png
4.430415,4.8501472,seed0090.png
2.7861574,6.6413336,seed0091.png
9.489507,4.31884,seed0092.png
2.3755586,6.013736,seed0093.png
9.231281,8.289126,seed0094.png
8.328236,10.42139,seed0095.png
1.6077106,9.255148,seed0096.png
6.978071,10.682146,seed0097.png
9.442312,8.5609255,seed0098.png
8.127001,5.8375397,seed0099.png
11.328129,7.2925463,seed0100.png
7.2118254,11.23296,seed0101.png
10.986543,8.554952,seed0102.png
9.021577,9.549551,seed0103.png
8.216031,8.722147,seed0104.png
7.2994037,6.1399236,seed0105.png
10.084621,5.8261266,seed0106.png
7.6821103,10.513609,seed0107.png
8.993522,11.326957,seed0108.png
7.459543,11.521217,seed0109.png
10.253928,7.283489,seed0110.png
0.9291392,9.061547,seed0111.png
0.98265845,7.9226003,seed0112.png
8.721838,4.3059845,seed0113.png
10.251758,9.691508,seed0114.png
11.358427,7.4040504,seed0115.png
3.1317856,5.9694104,seed0116.png
2.07946,8.512706,seed0117.png
10.639841,8.754596,seed0118.png
9.131941,6.2486806,seed0119.png
